"","Sepal.Length","Sepal.Width","Petal.Length","Petal.Width","Species"
"1",0.222222222222222,0.625,0.0677966101694915,0.0416666666666667,"setosa"
"2",0.166666666666667,0.416666666666667,0.0677966101694915,0.0416666666666667,"setosa"
"3",0.111111111111111,0.5,0.0508474576271186,0.0416666666666667,"setosa"
"4",0.0833333333333333,0.458333333333333,0.0847457627118644,0.0416666666666667,"setosa"
"5",0.194444444444444,0.666666666666667,0.0677966101694915,0.0416666666666667,"setosa"
"6",0.305555555555556,0.791666666666667,0.11864406779661,0.125,"setosa"
"7",0.0833333333333333,0.583333333333333,0.0677966101694915,0.0833333333333333,"setosa"
"8",0.194444444444444,0.583333333333333,0.0847457627118644,0.0416666666666667,"setosa"
"9",0.0277777777777779,0.375,0.0677966101694915,0.0416666666666667,"setosa"
"10",0.166666666666667,0.458333333333333,0.0847457627118644,0,"setosa"
"11",0.305555555555556,0.708333333333333,0.0847457627118644,0.0416666666666667,"setosa"
"12",0.138888888888889,0.583333333333333,0.101694915254237,0.0416666666666667,"setosa"
"13",0.138888888888889,0.416666666666667,0.0677966101694915,0,"setosa"
"14",0,0.416666666666667,0.0169491525423729,0,"setosa"
"15",0.416666666666667,0.833333333333333,0.0338983050847458,0.0416666666666667,"setosa"
"16",0.388888888888889,1,0.0847457627118644,0.125,"setosa"
"17",0.305555555555556,0.791666666666667,0.0508474576271186,0.125,"setosa"
"18",0.222222222222222,0.625,0.0677966101694915,0.0833333333333333,"setosa"
"19",0.388888888888889,0.75,0.11864406779661,0.0833333333333333,"setosa"
"20",0.222222222222222,0.75,0.0847457627118644,0.0833333333333333,"setosa"
"21",0.305555555555556,0.583333333333333,0.11864406779661,0.0416666666666667,"setosa"
"22",0.222222222222222,0.708333333333333,0.0847457627118644,0.125,"setosa"
"23",0.0833333333333333,0.666666666666667,0,0.0416666666666667,"setosa"
"24",0.222222222222222,0.541666666666667,0.11864406779661,0.166666666666667,"setosa"
"25",0.138888888888889,0.583333333333333,0.152542372881356,0.0416666666666667,"setosa"
"26",0.194444444444444,0.416666666666667,0.101694915254237,0.0416666666666667,"setosa"
"27",0.194444444444444,0.583333333333333,0.101694915254237,0.125,"setosa"
"28",0.25,0.625,0.0847457627118644,0.0416666666666667,"setosa"
"29",0.25,0.583333333333333,0.0677966101694915,0.0416666666666667,"setosa"
"30",0.111111111111111,0.5,0.101694915254237,0.0416666666666667,"setosa"
"31",0.138888888888889,0.458333333333333,0.101694915254237,0.0416666666666667,"setosa"
"32",0.305555555555556,0.583333333333333,0.0847457627118644,0.125,"setosa"
"33",0.25,0.875,0.0847457627118644,0,"setosa"
"34",0.333333333333333,0.916666666666667,0.0677966101694915,0.0416666666666667,"setosa"
"35",0.166666666666667,0.458333333333333,0.0847457627118644,0.0416666666666667,"setosa"
"36",0.194444444444444,0.5,0.0338983050847458,0.0416666666666667,"setosa"
"37",0.333333333333333,0.625,0.0508474576271186,0.0416666666666667,"setosa"
"38",0.166666666666667,0.666666666666667,0.0677966101694915,0,"setosa"
"39",0.0277777777777779,0.416666666666667,0.0508474576271186,0.0416666666666667,"setosa"
"40",0.222222222222222,0.583333333333333,0.0847457627118644,0.0416666666666667,"setosa"
"41",0.194444444444444,0.625,0.0508474576271186,0.0833333333333333,"setosa"
"42",0.0555555555555556,0.125,0.0508474576271186,0.0833333333333333,"setosa"
"43",0.0277777777777779,0.5,0.0508474576271186,0.0416666666666667,"setosa"
"44",0.194444444444444,0.625,0.101694915254237,0.208333333333333,"setosa"
"45",0.222222222222222,0.75,0.152542372881356,0.125,"setosa"
"46",0.138888888888889,0.416666666666667,0.0677966101694915,0.0833333333333333,"setosa"
"47",0.222222222222222,0.75,0.101694915254237,0.0416666666666667,"setosa"
"48",0.0833333333333333,0.5,0.0677966101694915,0.0416666666666667,"setosa"
"49",0.277777777777778,0.708333333333333,0.0847457627118644,0.0416666666666667,"setosa"
"50",0.194444444444444,0.541666666666667,0.0677966101694915,0.0416666666666667,"setosa"
"51",0.75,0.5,0.627118644067797,0.541666666666667,"versicolor"
"52",0.583333333333333,0.5,0.593220338983051,0.583333333333333,"versicolor"
"53",0.722222222222222,0.458333333333333,0.661016949152542,0.583333333333333,"versicolor"
"54",0.333333333333333,0.125,0.508474576271186,0.5,"versicolor"
"55",0.611111111111111,0.333333333333333,0.610169491525424,0.583333333333333,"versicolor"
"56",0.388888888888889,0.333333333333333,0.593220338983051,0.5,"versicolor"
"57",0.555555555555555,0.541666666666667,0.627118644067797,0.625,"versicolor"
"58",0.166666666666667,0.166666666666667,0.389830508474576,0.375,"versicolor"
"59",0.638888888888889,0.375,0.610169491525424,0.5,"versicolor"
"60",0.25,0.291666666666667,0.491525423728814,0.541666666666667,"versicolor"
"61",0.194444444444444,0,0.423728813559322,0.375,"versicolor"
"62",0.444444444444445,0.416666666666667,0.542372881355932,0.583333333333333,"versicolor"
"63",0.472222222222222,0.0833333333333334,0.508474576271186,0.375,"versicolor"
"64",0.5,0.375,0.627118644067797,0.541666666666667,"versicolor"
"65",0.361111111111111,0.375,0.440677966101695,0.5,"versicolor"
"66",0.666666666666667,0.458333333333333,0.576271186440678,0.541666666666667,"versicolor"
"67",0.361111111111111,0.416666666666667,0.593220338983051,0.583333333333333,"versicolor"
"68",0.416666666666667,0.291666666666667,0.525423728813559,0.375,"versicolor"
"69",0.527777777777778,0.0833333333333334,0.593220338983051,0.583333333333333,"versicolor"
"70",0.361111111111111,0.208333333333333,0.491525423728814,0.416666666666667,"versicolor"
"71",0.444444444444445,0.5,0.644067796610169,0.708333333333333,"versicolor"
"72",0.5,0.333333333333333,0.508474576271186,0.5,"versicolor"
"73",0.555555555555555,0.208333333333333,0.661016949152542,0.583333333333333,"versicolor"
"74",0.5,0.333333333333333,0.627118644067797,0.458333333333333,"versicolor"
"75",0.583333333333333,0.375,0.559322033898305,0.5,"versicolor"
"76",0.638888888888889,0.416666666666667,0.576271186440678,0.541666666666667,"versicolor"
"77",0.694444444444444,0.333333333333333,0.644067796610169,0.541666666666667,"versicolor"
"78",0.666666666666667,0.416666666666667,0.677966101694915,0.666666666666667,"versicolor"
"79",0.472222222222222,0.375,0.593220338983051,0.583333333333333,"versicolor"
"80",0.388888888888889,0.25,0.423728813559322,0.375,"versicolor"
"81",0.333333333333333,0.166666666666667,0.474576271186441,0.416666666666667,"versicolor"
"82",0.333333333333333,0.166666666666667,0.457627118644068,0.375,"versicolor"
"83",0.416666666666667,0.291666666666667,0.491525423728814,0.458333333333333,"versicolor"
"84",0.472222222222222,0.291666666666667,0.694915254237288,0.625,"versicolor"
"85",0.305555555555556,0.416666666666667,0.593220338983051,0.583333333333333,"versicolor"
"86",0.472222222222222,0.583333333333333,0.593220338983051,0.625,"versicolor"
"87",0.666666666666667,0.458333333333333,0.627118644067797,0.583333333333333,"versicolor"
"88",0.555555555555555,0.125,0.576271186440678,0.5,"versicolor"
"89",0.361111111111111,0.416666666666667,0.525423728813559,0.5,"versicolor"
"90",0.333333333333333,0.208333333333333,0.508474576271186,0.5,"versicolor"
"91",0.333333333333333,0.25,0.576271186440678,0.458333333333333,"versicolor"
"92",0.5,0.416666666666667,0.610169491525424,0.541666666666667,"versicolor"
"93",0.416666666666667,0.25,0.508474576271186,0.458333333333333,"versicolor"
"94",0.194444444444444,0.125,0.389830508474576,0.375,"versicolor"
"95",0.361111111111111,0.291666666666667,0.542372881355932,0.5,"versicolor"
"96",0.388888888888889,0.416666666666667,0.542372881355932,0.458333333333333,"versicolor"
"97",0.388888888888889,0.375,0.542372881355932,0.5,"versicolor"
"98",0.527777777777778,0.375,0.559322033898305,0.5,"versicolor"
"99",0.222222222222222,0.208333333333333,0.338983050847458,0.416666666666667,"versicolor"
"100",0.388888888888889,0.333333333333333,0.525423728813559,0.5,"versicolor"
"101",0.555555555555555,0.541666666666667,0.847457627118644,1,"virginica"
"102",0.416666666666667,0.291666666666667,0.694915254237288,0.75,"virginica"
"103",0.777777777777778,0.416666666666667,0.830508474576271,0.833333333333333,"virginica"
"104",0.555555555555555,0.375,0.779661016949152,0.708333333333333,"virginica"
"105",0.611111111111111,0.416666666666667,0.813559322033898,0.875,"virginica"
"106",0.916666666666667,0.416666666666667,0.949152542372881,0.833333333333333,"virginica"
"107",0.166666666666667,0.208333333333333,0.593220338983051,0.666666666666667,"virginica"
"108",0.833333333333333,0.375,0.898305084745763,0.708333333333333,"virginica"
"109",0.666666666666667,0.208333333333333,0.813559322033898,0.708333333333333,"virginica"
"110",0.805555555555556,0.666666666666667,0.864406779661017,1,"virginica"
"111",0.611111111111111,0.5,0.694915254237288,0.791666666666667,"virginica"
"112",0.583333333333333,0.291666666666667,0.728813559322034,0.75,"virginica"
"113",0.694444444444444,0.416666666666667,0.76271186440678,0.833333333333333,"virginica"
"114",0.388888888888889,0.208333333333333,0.677966101694915,0.791666666666667,"virginica"
"115",0.416666666666667,0.333333333333333,0.694915254237288,0.958333333333333,"virginica"
"116",0.583333333333333,0.5,0.728813559322034,0.916666666666667,"virginica"
"117",0.611111111111111,0.416666666666667,0.76271186440678,0.708333333333333,"virginica"
"118",0.944444444444444,0.75,0.966101694915254,0.875,"virginica"
"119",0.944444444444444,0.25,1,0.916666666666667,"virginica"
"120",0.472222222222222,0.0833333333333334,0.677966101694915,0.583333333333333,"virginica"
"121",0.722222222222222,0.5,0.796610169491525,0.916666666666667,"virginica"
"122",0.361111111111111,0.333333333333333,0.661016949152542,0.791666666666667,"virginica"
"123",0.944444444444444,0.333333333333333,0.966101694915254,0.791666666666667,"virginica"
"124",0.555555555555555,0.291666666666667,0.661016949152542,0.708333333333333,"virginica"
"125",0.666666666666667,0.541666666666667,0.796610169491525,0.833333333333333,"virginica"
"126",0.805555555555556,0.5,0.847457627118644,0.708333333333333,"virginica"
"127",0.527777777777778,0.333333333333333,0.644067796610169,0.708333333333333,"virginica"
"128",0.5,0.416666666666667,0.661016949152542,0.708333333333333,"virginica"
"129",0.583333333333333,0.333333333333333,0.779661016949152,0.833333333333333,"virginica"
"130",0.805555555555556,0.416666666666667,0.813559322033898,0.625,"virginica"
"131",0.861111111111111,0.333333333333333,0.864406779661017,0.75,"virginica"
"132",1,0.75,0.915254237288136,0.791666666666667,"virginica"
"133",0.583333333333333,0.333333333333333,0.779661016949152,0.875,"virginica"
"134",0.555555555555555,0.333333333333333,0.694915254237288,0.583333333333333,"virginica"
"135",0.5,0.25,0.779661016949152,0.541666666666667,"virginica"
"136",0.944444444444444,0.416666666666667,0.864406779661017,0.916666666666667,"virginica"
"137",0.555555555555555,0.583333333333333,0.779661016949152,0.958333333333333,"virginica"
"138",0.583333333333333,0.458333333333333,0.76271186440678,0.708333333333333,"virginica"
"139",0.472222222222222,0.416666666666667,0.644067796610169,0.708333333333333,"virginica"
"140",0.722222222222222,0.458333333333333,0.745762711864407,0.833333333333333,"virginica"
"141",0.666666666666667,0.458333333333333,0.779661016949152,0.958333333333333,"virginica"
"142",0.722222222222222,0.458333333333333,0.694915254237288,0.916666666666667,"virginica"
"143",0.416666666666667,0.291666666666667,0.694915254237288,0.75,"virginica"
"144",0.694444444444444,0.5,0.830508474576271,0.916666666666667,"virginica"
"145",0.666666666666667,0.541666666666667,0.796610169491525,1,"virginica"
"146",0.666666666666667,0.416666666666667,0.711864406779661,0.916666666666667,"virginica"
"147",0.555555555555555,0.208333333333333,0.677966101694915,0.75,"virginica"
"148",0.611111111111111,0.416666666666667,0.711864406779661,0.791666666666667,"virginica"
"149",0.527777777777778,0.583333333333333,0.745762711864407,0.916666666666667,"virginica"
"150",0.444444444444445,0.416666666666667,0.694915254237288,0.708333333333333,"virginica"
